gene,avg_log2FC,p_val,p_val_adj,significance
CD79A,0.4601932989678299,3.076430993820306e-64,9.27158069271618e-64,"Significant, modest FC"
CD24,-0.9642084174295227,3.886368656836086e-64,1.167241545220975e-63,"Significant, modest FC"
NFKBIA,-0.36757436135793187,4.8113625094243334e-64,1.4401245463362254e-63,"Significant, modest FC"
EPHA3,-0.7104339642980484,1.4119480872888479e-63,4.211831539293604e-63,"Significant, modest FC"
NR3C1,-0.33502186073044826,1.722796569533816e-63,5.12166980163104e-63,"Significant, modest FC"
HBA1/2,0.1611248858783041,2.9749588912515405e-63,8.814320769012165e-63,"Significant, modest FC"
SPRY2,-0.5982701282150109,1.0499549341685455e-62,3.1003719773259745e-62,"Significant, modest FC"
NTRK2,-0.4749278260402343,1.073284334729894e-62,3.1586253743560974e-62,"Significant, modest FC"
CXCR2,-1.0560092918473127,2.1876534947958737e-62,6.416629146943082e-62,Higher in PWoH
HMGCS1,-0.8475027504958446,2.3596340683295434e-62,6.897996926416699e-62,"Significant, modest FC"
BCL2,0.4656195541869166,2.5317503781773026e-62,7.376561733094666e-62,"Significant, modest FC"
PPARD,-0.7331247648256025,6.555624829006138e-62,1.903736084449796e-61,"Significant, modest FC"
SMAD4,-0.4686751035323782,1.143988491761355e-61,3.31114820882742e-61,"Significant, modest FC"
Negative06,-0.9806194161150286,1.4330575332119711e-61,4.134182423114798e-61,"Significant, modest FC"
TLR1,-0.995627001711337,5.893316660236182e-61,1.6945700691892235e-60,"Significant, modest FC"
CXCL5,-1.0658056431743066,3.6257569828091254e-60,1.039146690824707e-59,Higher in PWoH
NGFR,-0.5973514736962906,4.118025346375955e-60,1.1763870452025123e-59,"Significant, modest FC"
IFNL2/3,0.3803182057418595,5.520455764939721e-60,1.5718960083935504e-59,"Significant, modest FC"
IL6R,-0.625442806518598,1.3195208885758985e-59,3.7450479588383914e-59,"Significant, modest FC"
FZD8,-1.034060857568876,1.6815200291722493e-59,4.75707440510988e-59,Higher in PWoH
AZU1,0.28979434166216933,2.5085342140466355e-59,7.0739051630832774e-59,"Significant, modest FC"
CD274,-0.8579638077827569,8.348107674571255e-59,2.3465674457048044e-58,"Significant, modest FC"
NANOG,0.3876045694455348,1.5685846654361389e-58,4.395043934784325e-58,"Significant, modest FC"
MECOM,-0.9615229863169782,1.01335939817287e-57,2.8303063445783663e-57,"Significant, modest FC"
HTT,-0.749936295562497,1.1863773353697863e-57,3.3030251527596907e-57,"Significant, modest FC"
ZBTB16,-0.14621745362268612,2.2415061244824423e-57,6.220888832819943e-57,"Significant, modest FC"
TPT1,0.2617573762044696,5.968195931490354e-57,1.6511381173239877e-56,"Significant, modest FC"
AXL,-0.320955531827694,8.840824773458393e-57,2.438177146642456e-56,"Significant, modest FC"
DST,-0.4582762133820617,1.8379029005778574e-56,5.0527926138143605e-56,"Significant, modest FC"
CD3D,-0.9567078112337418,2.885077136535563e-56,7.906914527317778e-56,"Significant, modest FC"
MGP,-0.13442885603001908,4.49006996502394e-56,1.2267262801638615e-55,"Significant, modest FC"
SYK,-0.8778272069220405,7.583769114977292e-56,2.0655172403214548e-55,"Significant, modest FC"
ADGRE5,-0.4249971857804309,1.7268009444693603e-55,4.688558601546839e-55,"Significant, modest FC"
CASP8,-0.8229265580419405,1.7408844862810208e-55,4.712208933544614e-55,"Significant, modest FC"
FABP5,-0.47743401253491013,2.2329814200914503e-55,6.025614478216006e-55,"Significant, modest FC"
CD40LG,-1.0476045340905267,2.4600526549717333e-55,6.617994412301258e-55,Higher in PWoH
CCL8,0.3860779466665778,2.6916747823900488e-55,7.21895652647117e-55,"Significant, modest FC"
TSHZ2,-0.7001648671743848,4.328304008861485e-55,1.157293480418147e-54,"Significant, modest FC"
ATG10,-0.7644100201930655,1.1994480257916146e-54,3.1973128225509e-54,"Significant, modest FC"
CFLAR,-0.18718902663080073,1.38501106217517e-54,3.680771822810982e-54,"Significant, modest FC"
FGFR1,-0.3573439904396032,2.6465848803675564e-54,7.012250574266909e-54,"Significant, modest FC"
MXRA8,0.5038312191938625,3.598361725235523e-54,9.505310942866125e-54,"Significant, modest FC"
COL15A1,-0.13729605586277005,3.806591663061526e-54,1.0025167833348224e-53,"Significant, modest FC"
CYTOR,-0.41224253615072515,4.7031362545689747e-54,1.234925297981135e-53,"Significant, modest FC"
IGFBP3,-0.5154666815914,7.433202783852283e-54,1.9459459228174484e-53,"Significant, modest FC"
IL12RB1,0.38802443135213505,7.705129515859912e-54,2.0111305313717688e-53,"Significant, modest FC"
ITGA6,-0.5524111055079615,8.214629330659395e-54,2.1377536863466732e-53,"Significant, modest FC"
CXCL13,-0.9577012830746341,1.060558056215358e-53,2.7518030038487244e-53,"Significant, modest FC"
COL1A2,0.7839329069679475,1.5590628067981665e-53,4.0333276742241652e-53,"Significant, modest FC"
IGF1,0.4388017953233634,1.8606368357680884e-53,4.799348544025334e-53,"Significant, modest FC"
NLRC4,-0.1752486799439934,1.8846452534772425e-53,4.8470201973593595e-53,"Significant, modest FC"
CXCR4,-0.31622895442774235,1.8932846119365599e-53,4.855001768036149e-53,"Significant, modest FC"
KRT4,0.3557593717289156,2.97528233772955e-53,7.6073545486554395e-53,"Significant, modest FC"
G0S2,0.3394835735067203,6.821779878994217e-53,1.7391572540342813e-52,"Significant, modest FC"
MEG3,-0.32571757025571246,7.516361304562398e-53,1.9106808301742675e-52,"Significant, modest FC"
CDH1,-1.0324336186866487,9.95211742788266e-53,2.5225453711714138e-52,Higher in PWoH
AKT1,-0.3132468719972641,1.4864237324006265e-52,3.7567539288626785e-52,"Significant, modest FC"
HPGDS,-0.799814388698576,2.1125474917314192e-52,5.32386250071395e-52,"Significant, modest FC"
TLR3,-0.9182186526776053,4.067433069343521e-52,1.0221028085427703e-51,"Significant, modest FC"
PXDN,-0.3853573107546042,4.672791953149792e-52,1.1708681551178193e-51,"Significant, modest FC"
CD70,0.3830169380515367,5.247691946390611e-52,1.3111754521323548e-51,"Significant, modest FC"
DUSP4,-0.9531747535559019,5.3751057378103164e-52,1.3391953784260364e-51,"Significant, modest FC"
ARG1,-0.9269313021655978,7.691499223537957e-52,1.9108908835815263e-51,"Significant, modest FC"
MMP12,-0.9879569013887189,9.382591687283747e-52,2.3244443247875275e-51,"Significant, modest FC"
MET,-0.9560549517655729,1.7387262472118115e-51,4.295388503675376e-51,"Significant, modest FC"
PRSS2,-0.8796190552744239,3.300566178451341e-51,8.130889153095017e-51,"Significant, modest FC"
IL1R2,-0.8137473250104588,4.0605444739726943e-51,9.97506303550155e-51,"Significant, modest FC"
BTK,-0.7698617707631183,4.4321459891734195e-51,1.0857519643868964e-50,"Significant, modest FC"
PDS5A,-0.2707413967699348,8.459810488203837e-51,2.0666445120208258e-50,"Significant, modest FC"
CXCR5,-0.9862396630712587,8.851164441508081e-51,2.1562420042229407e-50,"Significant, modest FC"
CD2,-0.6139952231804648,1.2214354651153593e-50,2.967309980349502e-50,"Significant, modest FC"
IFNAR1,-0.3178626239210476,4.880696123226044e-50,1.1824227900743759e-49,"Significant, modest FC"
EPOR,-0.7278818074920124,6.622765723534372e-50,1.6000456031789654e-49,"Significant, modest FC"
MIR4435-2HG,-0.8846677766992628,9.464492186423647e-50,2.2803185844762468e-49,"Significant, modest FC"
HMGB2,-0.3886985773622289,3.2700278366210013e-49,7.857025788264708e-49,"Significant, modest FC"
CRP,-1.1271889238402095,9.378177535353646e-49,2.247175327460423e-48,Higher in PWoH
GC,-0.9911129903069673,1.3247851335168376e-48,3.165767199166939e-48,"Significant, modest FC"
CXCL12,0.13799542810235854,2.2260471233187644e-48,5.30500904116999e-48,"Significant, modest FC"
MMP19,-0.5271520527475908,3.461992979094766e-48,8.228097134596503e-48,"Significant, modest FC"
EGFR,0.36106706620759654,4.77041996311081e-48,1.1307184615265352e-47,"Significant, modest FC"
IGHD,0.3640355630237684,1.1142880339480397e-47,2.634044759494423e-47,"Significant, modest FC"
HCST,-0.4493915920813696,1.7824562432348025e-47,4.202188508916456e-47,"Significant, modest FC"
VEGFC,-0.7242133751708978,3.497995884434707e-47,8.224510430695008e-47,"Significant, modest FC"
IL17B,0.35839009933793653,4.332306063560703e-47,1.0158910207868278e-46,"Significant, modest FC"
CDKN3,-0.8208684866664349,5.943558065415108e-47,1.3900001128984133e-46,"Significant, modest FC"
VPREB3,-1.0819554060827012,8.9506798860712e-47,2.087698473426714e-46,Higher in PWoH
LDB2,-0.30468570386016425,9.047646744397744e-47,2.1047178235641438e-46,"Significant, modest FC"
MAF,-0.1811182243337468,1.2032530490668532e-46,2.79167440220008e-46,"Significant, modest FC"
ITK,-0.886490799950358,1.2118447527228197e-46,2.804189572923253e-46,"Significant, modest FC"
SREBF1,-0.5539094077789108,1.6422676444067196e-46,3.79018085301235e-46,"Significant, modest FC"
FGF2,-0.4900121970851863,2.5345062695477974e-46,5.834020993158579e-46,"Significant, modest FC"
CD74,-0.10567711555396375,2.5546640657722357e-46,5.8650271876498704e-46,"Significant, modest FC"
TAP1,-0.4167889457926657,3.55739324696869e-46,8.145780359246845e-46,"Significant, modest FC"
BEST1,-0.6605912336870019,5.765432145306786e-46,1.3167406227692841e-45,"Significant, modest FC"
DUSP5,-0.6546349385369354,6.715823649273678e-46,1.5298122962111727e-45,"Significant, modest FC"
ITM2A,-0.2094895943320756,3.5413098031651494e-45,8.045929267813047e-45,"Significant, modest FC"
CD276,-0.3964303918483634,3.92369905614971e-45,8.891690109155802e-45,"Significant, modest FC"
TNFRSF10B,-0.47618416450429124,4.0182958351544264e-45,9.082591359356784e-45,"Significant, modest FC"
ZFP36,0.12138060180448029,4.3327025927509295e-45,9.768072426330502e-45,"Significant, modest FC"
IL2RA,-0.6925915812927986,4.8296612622555376e-45,1.0860545966661811e-44,"Significant, modest FC"
ISG15,-0.6211623876955563,5.419522223761074e-45,1.2155808159177651e-44,"Significant, modest FC"
CXCL16,-0.33684941054945794,7.852035615792526e-45,1.7566926620025625e-44,"Significant, modest FC"
ST6GAL1,-0.5354666317464569,1.3199015238913604e-44,2.9454291003886087e-44,"Significant, modest FC"
NKG7,0.2822257052167938,2.1182728871484608e-44,4.715038888398985e-44,"Significant, modest FC"
CPB1,-1.0644999848400274,2.6853960695007483e-44,5.962259121397863e-44,Higher in PWoH
NOSIP,-0.46657334428753683,3.6712112315205905e-44,8.130434974857469e-44,"Significant, modest FC"
ATG12,-0.5210090934573417,5.453838011926251e-44,1.2047899084280408e-43,"Significant, modest FC"
ITGB5,-0.11205405266697754,6.50591554100098e-44,1.4335899320245876e-43,"Significant, modest FC"
CCL3/L1/L3,0.21069307141315674,1.196013123483159e-43,2.6288308503627326e-43,"Significant, modest FC"
CD3E,-0.8519407979051574,2.238428165587496e-43,4.9077537530505846e-43,"Significant, modest FC"
INSR,-0.47070516623577285,3.5078671600057515e-43,7.671819200311829e-43,"Significant, modest FC"
CD8B,-0.9067910166703577,4.687240578683432e-43,1.0225646735087985e-42,"Significant, modest FC"
DPP4,-0.7046584026501499,6.522008697520169e-43,1.4193056148201461e-42,"Significant, modest FC"
HDAC1,-0.5918705076735671,7.205388727095406e-43,1.564140077639275e-42,"Significant, modest FC"
OLFM4,-0.9746539177758701,8.86199687506722e-43,1.9190052492429514e-42,"Significant, modest FC"
CD34,-0.2935115302068345,1.0639414989298314e-42,2.2982184595109904e-42,"Significant, modest FC"
CCR5,0.2911577444781406,1.4815994140638573e-42,3.192537312368558e-42,"Significant, modest FC"
MS4A1,-0.8516489117423137,1.832312091618814e-42,3.938572804778676e-42,"Significant, modest FC"
S100A8,-0.9841823009871796,2.1493897225535438e-42,4.608838109240729e-42,"Significant, modest FC"
YES1,-0.41444837776897825,3.1845713925204635e-42,6.81187588107426e-42,"Significant, modest FC"
COL21A1,0.4732042166353625,3.2254619109349114e-42,6.882554977834349e-42,"Significant, modest FC"
IL12B,-0.8254717899769564,4.609981985997761e-42,9.812995635242806e-42,"Significant, modest FC"
BMPR1A,-0.5302365203564137,5.249147213389893e-42,1.1146494203735924e-41,"Significant, modest FC"
CXCL1/2/3,-0.6054807903167547,8.511630227196275e-42,1.8030675626210467e-41,"Significant, modest FC"
PLCG1,-0.38495589266111585,1.0342385662665051e-41,2.1856077653390965e-41,"Significant, modest FC"
KRT23,-0.8794439488369132,2.4965020610463864e-41,5.263058431580964e-41,"Significant, modest FC"
Negative09,-0.8455537057670777,4.1626616102150094e-41,8.754566503977369e-41,"Significant, modest FC"
TNFSF8,-0.7350118258919263,5.267976107229638e-41,1.1052667574259312e-40,"Significant, modest FC"
PGF,-0.4413326954090684,6.158004369415038e-41,1.288918814314317e-40,"Significant, modest FC"
PTEN,-0.3295937418413548,1.1260896828196376e-40,2.3513825043638624e-40,"Significant, modest FC"
RAG1,-1.0187245699912006,1.2417077961491667e-40,2.586645456586269e-40,Higher in PWoH
CD48,-0.5785347932581841,2.086594793630639e-40,4.336359322308223e-40,"Significant, modest FC"
ERBB2,-0.6836130835032193,2.7995617170902534e-40,5.804292259782866e-40,"Significant, modest FC"
TAP2,-0.35523740735656184,3.9706440333655325e-40,8.212865135050877e-40,"Significant, modest FC"
SLPI,-0.6224598954342939,6.855786964006977e-40,1.4147118041021456e-39,"Significant, modest FC"
CD37,-0.49756417577338774,6.873292696347141e-40,1.4149947640132493e-39,"Significant, modest FC"
IL1A,-0.7697677284430691,1.6047631429535716e-39,3.295965518431574e-39,"Significant, modest FC"
NRG1,-0.9558826000185136,2.212091052796987e-39,4.532719283418125e-39,"Significant, modest FC"
TNFSF12,0.32310517297101393,3.232023145717438e-39,6.607189507678772e-39,"Significant, modest FC"
TTR,-0.9316718411875534,5.315147877211377e-39,1.0840429507707856e-38,"Significant, modest FC"
DLL1,-0.5608601550251531,8.392209033585626e-39,1.7076490307319243e-38,"Significant, modest FC"
CCL22,-0.9439704842774203,1.476096060128228e-38,2.996611677621426e-38,"Significant, modest FC"
FGF18,-0.8087397867467698,1.4867721246151274e-38,3.011314441772441e-38,"Significant, modest FC"
NLRC5,-0.5187294098514756,1.584331809837192e-38,3.201518426790823e-38,"Significant, modest FC"
CXCL9,-0.8127474502847978,1.790791684151787e-38,3.6104007057496944e-38,"Significant, modest FC"
FGFR3,0.3151562868756894,2.1901574623928463e-38,4.405431409446161e-38,"Significant, modest FC"
SELL,-0.8983571511105763,2.727511579925973e-38,5.47374749564091e-38,"Significant, modest FC"
NLRP2,-1.0191723988240584,3.389290796338856e-38,6.786319699518669e-38,Higher in PWoH
IL2RG,-0.6736486704044047,3.606164420818305e-38,7.204114344094882e-38,"Significant, modest FC"
CNTFR,-0.666521572124692,4.0206634443257843e-38,8.013913274258438e-38,"Significant, modest FC"
NUPR1,0.37032595548459035,7.623709094697921e-38,1.5160981578344845e-37,"Significant, modest FC"
EPHA4,-0.8305067614463142,7.927943485497594e-38,1.5730331304935272e-37,"Significant, modest FC"
FGG,-1.049660302275838,2.1860812707871794e-37,4.327750055260398e-37,Higher in PWoH
CCR7,-0.504190017160429,2.4570803582280566e-37,4.85328710397749e-37,"Significant, modest FC"
INHBA,-0.23915687458702672,2.5285274420105542e-37,4.9831877902095646e-37,"Significant, modest FC"
COL1A1,0.9371889280896601,2.63310834823517e-37,5.177659240812207e-37,"Significant, modest FC"
CPA3,-0.8248659743475615,3.4677258130075304e-37,6.8035694362586224e-37,"Significant, modest FC"
IFNG,-0.9637894650951372,7.457864451872166e-37,1.4599435545294398e-36,"Significant, modest FC"
COL4A5,-0.8011235555403845,8.16458599989358e-37,1.5947309402910177e-36,"Significant, modest FC"
HAVCR2,-0.5283042479823072,1.0644850107139122e-36,2.0745630097691133e-36,"Significant, modest FC"
CST7,-0.5415848734397626,1.3867849927322593e-36,2.696697203162287e-36,"Significant, modest FC"
RGS13,-1.069186331002665,1.5042969664555763e-36,2.918735485799868e-36,Higher in PWoH
HLA-DQA1,-0.16187814806931833,1.6253115086246117e-36,3.146574377624248e-36,"Significant, modest FC"
CD38,-0.6405082573924898,1.6907942035596255e-36,3.2661377015898494e-36,"Significant, modest FC"
FHIT,0.33623996010696144,1.7685104893231825e-36,3.408755382717431e-36,"Significant, modest FC"
CHEK1,-0.8724598460619853,2.6161729789122163e-36,5.03154320725003e-36,"Significant, modest FC"
CD8A,0.24122346182652699,2.7467395227603046e-36,5.2710953204831223e-36,"Significant, modest FC"
LEP,-0.9420775380090314,3.449575461608144e-36,6.605409781288956e-36,"Significant, modest FC"
STAT5B,-0.19583976433636296,3.9925803159408344e-36,7.628524917385864e-36,"Significant, modest FC"
TNFSF10,-0.43894780990986293,4.984942209133643e-36,9.503900690022185e-36,"Significant, modest FC"
BST1,-0.7332561265279077,7.856870173337527e-36,1.4946800741902412e-35,"Significant, modest FC"
FES,-0.4085911443053234,8.168829695109616e-36,1.5506631261063058e-35,"Significant, modest FC"
DHRS2,0.25583509861638376,9.83876793327876e-36,1.8636283968651128e-35,"Significant, modest FC"
COL6A2,-0.10680633881129431,1.7425601178407833e-35,3.2935888434188947e-35,"Significant, modest FC"
ADGRG1,-0.6412348803158814,2.1497946132850153e-35,4.05455887279776e-35,"Significant, modest FC"
LTBR,-0.19125304720497605,2.3248316996861497e-35,4.375273391898612e-35,"Significant, modest FC"
CSF3R,-0.7426503072408944,2.8378842046275604e-35,5.329388538454755e-35,"Significant, modest FC"
BGN,-0.24285839959186362,3.222056443457004e-35,6.037913463486736e-35,"Significant, modest FC"
CLEC12A,-0.7730864921985392,3.8030592981928104e-35,7.111477621567366e-35,"Significant, modest FC"
FN1,-0.3494266141874336,4.341993142952521e-35,8.101974439083747e-35,"Significant, modest FC"
RAMP1,0.32470322161285603,5.323566174549902e-35,9.906409773520525e-35,"Significant, modest FC"
IL27RA,-0.8302567700789869,5.331613925999644e-35,9.906409773520525e-35,"Significant, modest FC"
IL1RL1,-0.7347449482007535,7.9656588226940305e-35,1.4769308218821701e-34,"Significant, modest FC"
DDC,-0.6087713584782903,8.920823954711179e-35,1.6505406346585872e-34,"Significant, modest FC"
ADGRL1,-0.8119773337692298,1.045673921553395e-34,1.9306442720048997e-34,"Significant, modest FC"
TOP2A,-0.9501551794278236,1.658285322492423e-34,3.0552861929114598e-34,"Significant, modest FC"
FOXF1,0.2319870436568836,1.684958756959329e-34,3.0979220751642167e-34,"Significant, modest FC"
SPRY4,-0.16631607306426388,1.762272138789242e-34,3.233290095644697e-34,"Significant, modest FC"
FOXP3,-0.9052894539641592,2.184942027168014e-34,4.000405339929745e-34,"Significant, modest FC"
FKBP11,-0.3864432544398524,2.5136236418712686e-34,4.592599862335631e-34,"Significant, modest FC"
ESAM,-0.3367674823164908,3.0081243190365114e-34,5.484667417453265e-34,"Significant, modest FC"
DPT,-0.2538957215733979,3.8998023457130485e-34,7.095698458901128e-34,"Significant, modest FC"
ALCAM,-0.2360747729815409,9.36332466124157e-34,1.7001316206850636e-33,"Significant, modest FC"
FGR,-0.5502846848208072,1.0985433026632336e-33,1.9905423066852393e-33,"Significant, modest FC"
FASLG,-0.8115186749446297,1.2746371254909303e-33,2.3048592970217442e-33,"Significant, modest FC"
SNAI2,-0.5073107382822732,1.8749657120018784e-33,3.383425780711209e-33,"Significant, modest FC"
G6PD,-0.4354548726611529,3.0596050361120904e-33,5.5098020876186924e-33,"Significant, modest FC"
FYB1,-0.2899378830194326,3.516471847723442e-33,6.319561086994793e-33,"Significant, modest FC"
MAPK14,-0.10695415954003096,7.134690770257383e-33,1.279575420350864e-32,"Significant, modest FC"
MB,0.581524219033887,9.41420368404125e-33,1.684950332837587e-32,"Significant, modest FC"
ITGB4,-0.7119227826137713,1.0022284945889997e-32,1.790131140029639e-32,"Significant, modest FC"
PTGDS,-0.11602639578244256,1.1919777528067678e-32,2.1247245715681612e-32,"Significant, modest FC"
PDCD1LG2,-0.5867763680297327,1.7218999157251313e-32,3.063095793287911e-32,"Significant, modest FC"
CXCR1,-0.8936867441532466,2.955231651573119e-32,5.24643351908831e-32,"Significant, modest FC"
LINC01781,0.2754840450314151,3.1770928388124453e-32,5.628909938663666e-32,"Significant, modest FC"
EPHB4,-0.6402562394011393,3.3743404334276665e-32,5.966323709911418e-32,"Significant, modest FC"
EFNA5,-0.4235324474799147,3.762422633195007e-32,6.63912404288133e-32,"Significant, modest FC"
WNT7A,-0.7633499802264591,4.3546318893946186e-32,7.668699130520242e-32,"Significant, modest FC"
PSD3,-0.5685326818813072,4.688738327111495e-32,8.240528081917398e-32,"Significant, modest FC"
BMPR2,-0.24143000691881866,4.851212647611316e-32,8.509026983910248e-32,"Significant, modest FC"
CLCF1,-0.6575003721083297,6.909306527162672e-32,1.209473418028276e-31,"Significant, modest FC"
PDGFA,-0.11006719950912913,8.224325662035064e-32,1.4367995230288348e-31,"Significant, modest FC"
IFI27,-0.4045829607865583,1.2149187000671135e-31,2.1182578528009116e-31,"Significant, modest FC"
OAS3,-0.7873040035905045,1.6814742438054373e-31,2.925898634558271e-31,"Significant, modest FC"
NEAT1,-0.2273919506222093,2.143834085849543e-31,3.7230544421585136e-31,"Significant, modest FC"
NUSAP1,-0.881348946802805,6.826040780178058e-31,1.1830904672363946e-30,"Significant, modest FC"
OSM,-0.7952290560172017,3.6637862161643866e-30,6.337555249657134e-30,"Significant, modest FC"
ITGAE,-0.8525657368395743,5.8074935149364716e-30,1.0025928764959224e-29,"Significant, modest FC"
LCN2,-0.7971404090974943,8.816503718186958e-30,1.519071465785847e-29,"Significant, modest FC"
CELSR1,-0.8160404877194453,9.594243847469411e-30,1.6498336969079752e-29,"Significant, modest FC"
CHEK2,-0.6587793007557354,1.0609995250324737e-29,1.820932648636946e-29,"Significant, modest FC"
ADGRF1,-0.6779034588334616,1.0829400790794e-29,1.854957908891863e-29,"Significant, modest FC"
CCL11,0.2703831321084129,1.2453910330648552e-29,2.129060304089431e-29,"Significant, modest FC"
CTSW,-0.8223094018439567,3.0376154535823786e-29,5.182857495703786e-29,"Significant, modest FC"
IL12RB2,-0.7153614286257223,3.056433456838837e-29,5.204839109995456e-29,"Significant, modest FC"
SLA,-0.3983931176322624,4.5472882015418824e-29,7.728627427814401e-29,"Significant, modest FC"
UPK3A,0.21433477307678706,6.234597430168708e-29,1.0575903184251367e-28,"Significant, modest FC"
INHBB,-0.6217698091578912,9.403512247588781e-29,1.5920618226130042e-28,"Significant, modest FC"
STAT1,-0.12325985411411011,1.9825075953715363e-28,3.3500176515237714e-28,"Significant, modest FC"
C1QC,-0.2612148041697617,6.834722942619319e-28,1.1527023116686812e-27,"Significant, modest FC"
STAT5A,-0.2194787192314871,1.1254031150557484e-27,1.8943925756312696e-27,"Significant, modest FC"
Negative03,-0.9268546814852463,1.149389801578658e-27,1.9310629424990097e-27,"Significant, modest FC"
CD53,-0.23306678757569488,1.1911512059533685e-27,1.9973988673443675e-27,"Significant, modest FC"
HDAC11,-0.5230849173397658,1.210922600750021e-27,2.026677711560627e-27,"Significant, modest FC"
BMP2,0.23011534447705229,1.7606224077305798e-27,2.941077812532797e-27,"Significant, modest FC"
TNFRSF11A,-0.663031021193084,3.371847710847772e-27,5.621882970367864e-27,"Significant, modest FC"
SIGIRR,0.3671461554037738,5.213009633424915e-27,8.67516024385892e-27,"Significant, modest FC"
TSC22D1,-0.1083964414311187,1.3550513877261354e-26,2.2507198239314787e-26,"Significant, modest FC"
DMBT1,-0.7246799071714444,1.7760627344273758e-26,2.9444367071697703e-26,"Significant, modest FC"
WNT5B,-0.7484942321010615,2.4272109523459297e-26,4.016347179636567e-26,"Significant, modest FC"
LYN,0.3255663085566747,2.8857279549434033e-26,4.7660704641908935e-26,"Significant, modest FC"
TLR5,-0.726819034019221,2.932690194229025e-26,4.8345287600354415e-26,"Significant, modest FC"
OAS2,-0.477592701815587,3.1768091098095545e-26,5.22713243771666e-26,"Significant, modest FC"
PIGR,-0.7646034292620705,3.9611316852291105e-26,6.505454097277022e-26,"Significant, modest FC"
CD83,-0.5124104358517638,5.67639667247968e-26,9.305046507971362e-26,"Significant, modest FC"
CLEC7A,-0.4783287665966016,5.801786934001978e-26,9.492849143880102e-26,"Significant, modest FC"
ACP5,0.2162376414813214,1.5365621345104354e-25,2.5094320148336163e-25,"Significant, modest FC"
WNT11,-0.7139382645600653,1.5741058762914057e-25,2.5659681291962136e-25,"Significant, modest FC"
PDGFB,-0.554025200130722,3.021370522856216e-25,4.916033299712248e-25,"Significant, modest FC"
JCHAIN,0.24035204623512496,3.2437877401778105e-25,5.26815157062211e-25,"Significant, modest FC"
IFI44L,0.22328575752754798,3.9366629487269907e-25,6.3816144288975435e-25,"Significant, modest FC"
FZD6,-0.46750278789329713,7.171628470349003e-25,1.1604277063645896e-24,"Significant, modest FC"
EFNB1,0.3302759747877517,8.232440598741495e-25,1.3296225423750076e-24,"Significant, modest FC"
C11orf96,-0.17694140239523826,1.929222738509215e-24,3.1101623927804804e-24,"Significant, modest FC"
APOC1,0.2087338816040729,2.268389139114748e-24,3.65023353211676e-24,"Significant, modest FC"
VCAN,0.13557704727395103,3.6380463190553605e-24,5.843528611376468e-24,"Significant, modest FC"
NOTCH3,0.4851017267695874,4.2689071605666526e-24,6.84429904902551e-24,"Significant, modest FC"
APOA1,-0.8109671308467978,4.358717021503727e-24,6.975538007041548e-24,"Significant, modest FC"
IL12A,-0.6929694952753407,4.373839854043391e-24,6.986990076495544e-24,"Significant, modest FC"
FGF13,-0.52515906335846,4.873022215430234e-24,7.7702554235133e-24,"Significant, modest FC"
LY75,-0.5086874022169761,1.0634092844165098e-23,1.692577028009581e-23,"Significant, modest FC"
CCL13,-0.6464755413852828,1.122032916693783e-23,1.782650123080521e-23,"Significant, modest FC"
