gene,avg_log2FC,p_val,p_val_adj,significance
KLRK1,-0.5964241038698004,2.396970811685155e-23,3.801344307139025e-23,"Significant, modest FC"
XCL1/2,0.22186088243044733,2.4584247787457695e-23,3.8917663013719134e-23,"Significant, modest FC"
FZD7,-0.5939860012967977,4.076011632355927e-23,6.440832795632699e-23,"Significant, modest FC"
LAMA4,-0.256670721868943,4.106806126776028e-23,6.477821894213267e-23,"Significant, modest FC"
KDR,0.14800302849222025,5.844698803176032e-23,9.202514991715224e-23,"Significant, modest FC"
Negative01,-0.5603872655607107,1.1928036037341144e-22,1.8747110402774522e-22,"Significant, modest FC"
KRT18,0.2192177646557325,1.6538957371873324e-22,2.5947523461776216e-22,"Significant, modest FC"
RB1,-0.22192790584004518,2.0477700997904565e-22,3.206954245564697e-22,"Significant, modest FC"
FGF9,-0.6700033874863875,2.121261687652634e-22,3.316125668576399e-22,"Significant, modest FC"
NRXN1,-0.6753514758992893,2.7351066518051406e-22,4.268129063404107e-22,"Significant, modest FC"
MMP1,-0.7888710307576159,2.772669342450709e-22,4.319060414439203e-22,"Significant, modest FC"
WNT5A,0.21638368994611756,2.916940549260015e-22,4.535739116491194e-22,"Significant, modest FC"
LTF,-0.8140309218742683,3.1191154644068336e-22,4.841529667760696e-22,"Significant, modest FC"
RGS1,-0.10073955559261671,3.2774155186526265e-22,5.078256907876949e-22,"Significant, modest FC"
ADGRG6,-0.538164015093427,3.4512074289762885e-22,5.338110961573554e-22,"Significant, modest FC"
BMP7,-0.6233158366633434,4.35531842369215e-22,6.724672988693689e-22,"Significant, modest FC"
HBB,-0.1361421954971611,5.014264213281357e-22,7.728488075655097e-22,"Significant, modest FC"
TNFSF13B,-0.40330078415651416,8.045254347289109e-22,1.23784001097764e-21,"Significant, modest FC"
KLRF1,-0.8285459915306584,8.837822427577105e-22,1.3574028492093032e-21,"Significant, modest FC"
CCL5,-0.3757841491870071,9.77157320837035e-22,1.4981940041504889e-21,"Significant, modest FC"
IL10RA,-0.42056150385314206,1.111061752337358e-21,1.7005255790573527e-21,"Significant, modest FC"
IL10RB,-0.17550475106074703,1.1676846070951262e-21,1.7840756104920306e-21,"Significant, modest FC"
EPHB3,-0.6139032063712642,1.2423171185055848e-21,1.8948036746598224e-21,"Significant, modest FC"
RARB,0.10187066177095305,2.030126760162735e-21,3.0910089733727753e-21,"Significant, modest FC"
CTLA4,0.20853853104576903,2.0785641988455438e-21,3.159273487673383e-21,"Significant, modest FC"
EPHA7,0.20652299260539464,2.8815723608852487e-21,4.3722127344227736e-21,"Significant, modest FC"
C1QB,-0.2984553387287421,3.1708777816940296e-21,4.802866691788711e-21,"Significant, modest FC"
ITGA3,-0.2522342702927445,3.5459922635354324e-21,5.361784853656163e-21,"Significant, modest FC"
KIT,-0.6481759384433856,3.962641773401111e-21,5.9761776757468084e-21,"Significant, modest FC"
PTGIS,-0.16165102562039868,3.9708081180810104e-21,5.9761776757468084e-21,"Significant, modest FC"
NLRP3,-0.6388348801965611,3.972761214321995e-21,5.9761776757468084e-21,"Significant, modest FC"
FFAR4,0.1892946030155236,7.077024616901254e-21,1.0627655118189041e-20,"Significant, modest FC"
ICA1,-0.473343238346416,9.657060235171362e-21,1.4477336455120144e-20,"Significant, modest FC"
MS4A4A,-0.19311399883869163,2.2567540240049337e-20,3.377428803843561e-20,"Significant, modest FC"
NR1H3,-0.34773547654367176,3.296431988615304e-20,4.924992936994244e-20,"Significant, modest FC"
STAT4,-0.5327924578001363,5.286710734425212e-20,7.885111078385902e-20,"Significant, modest FC"
GPX1,-0.2397608688289523,6.576104350074332e-20,9.791584915136144e-20,"Significant, modest FC"
MS4A6A,-0.12456918723858834,6.72409259040599e-20,9.99496474878992e-20,"Significant, modest FC"
ALOX5AP,-0.2636157113061546,7.451711896011101e-20,1.1057785673099383e-19,"Significant, modest FC"
TPM1,0.4544172867102443,1.0735328999752142e-19,1.5903519481051736e-19,"Significant, modest FC"
IL22RA1,-0.9101098753563855,1.0862742014775062e-19,1.60651344805358e-19,"Significant, modest FC"
COL14A1,0.5255588992573399,1.117797825229341e-19,1.650351334555778e-19,"Significant, modest FC"
CXCR6,-0.6739055746016447,1.1521322986775806e-19,1.6981849175466187e-19,"Significant, modest FC"
MX1,0.14389157266785757,1.31782992730097e-19,1.9391557822868298e-19,"Significant, modest FC"
IL1RN,-0.5251869540962655,1.3914644426735782e-19,2.04407758161596e-19,"Significant, modest FC"
PPARA,-0.35871664998916053,1.4541780550330555e-19,2.1326323649899493e-19,"Significant, modest FC"
CX3CR1,-0.5462449277945269,2.0495876483860987e-19,3.0008153048991794e-19,"Significant, modest FC"
ERBB3,0.10749693752644163,2.1006548209615925e-19,3.0704571299721943e-19,"Significant, modest FC"
ITGB8,-0.2375443102917254,5.655222101199578e-19,8.252295811567437e-19,"Significant, modest FC"
RSPO3,-0.5789983622137526,5.739669878846085e-19,8.361612099249197e-19,"Significant, modest FC"
RPL21,0.23887429743759636,8.230398205578425e-19,1.1970247473121523e-18,"Significant, modest FC"
KRT5,-0.6731693174367609,9.72720902947495e-19,1.412377867359194e-18,"Significant, modest FC"
CIDEA,-0.7059285670502121,1.4508700782754224e-18,2.1031620804091658e-18,"Significant, modest FC"
COL17A1,0.19355557663980294,2.0464151953531276e-18,2.9615612645621995e-18,"Significant, modest FC"
GPR183,-0.35824165035269107,2.189984364193886e-18,3.164112499832023e-18,"Significant, modest FC"
Negative08,-0.7277122100609236,2.309785837974431e-18,3.331714111683513e-18,"Significant, modest FC"
DDX58,-0.39089974864802857,3.0741279357872545e-18,4.4269461406985584e-18,"Significant, modest FC"
DDR1,-0.5138553145731986,3.139761467454461e-18,4.5140505032091185e-18,"Significant, modest FC"
AIF1,-0.30553873646063634,4.167222739735675e-18,5.98143100286119e-18,"Significant, modest FC"
BMP3,-0.6119618946378063,5.783501746723825e-18,8.287795803720252e-18,"Significant, modest FC"
TNNC1,0.26362957011769783,6.382690131211144e-18,9.131515897344491e-18,"Significant, modest FC"
KRAS,-0.2979816267175861,6.876871018293575e-18,9.822501438181539e-18,"Significant, modest FC"
CMKLR1,-0.20893570371857084,1.1582566932319465e-17,1.651692877990922e-17,"Significant, modest FC"
ITGAL,-0.4838563402988614,1.259075326466682e-17,1.7925471774533767e-17,"Significant, modest FC"
RBPJ,-0.10288398522481357,1.2914003106820801e-17,1.8355884480845775e-17,"Significant, modest FC"
TNFSF4,-0.7243058701768756,1.3979897703766563e-17,1.9838786870879088e-17,"Significant, modest FC"
MST1R,-0.6350422043113535,1.798886997473692e-17,2.5486654229150694e-17,"Significant, modest FC"
ITGA2,-0.41728831183115056,2.5262048101079063e-17,3.5733574491365064e-17,"Significant, modest FC"
CD22,-0.7404161309882272,3.294491069802087e-17,4.652606551073157e-17,"Significant, modest FC"
B3GNT7,-0.522135984950695,3.796842308144548e-17,5.3534255695221355e-17,"Significant, modest FC"
INS,-0.7558640337301783,4.399767859861714e-17,6.193573696787678e-17,"Significant, modest FC"
CCL21,-0.6790478976846404,1.1906200522098927e-16,1.673355425942429e-16,"Significant, modest FC"
KRT8,-0.3212538291223219,1.33310333520804e-16,1.870610599963922e-16,"Significant, modest FC"
IAPP,-0.628071380819852,1.3791246930526118e-16,1.932096415027381e-16,"Significant, modest FC"
EPHA2,-0.4156985429879487,1.4525709789377804e-16,2.0288540552470895e-16,"Significant, modest FC"
CCR2,0.1149161768032898,1.4528168149317814e-16,2.0288540552470895e-16,"Significant, modest FC"
CD80,0.14971013802809363,2.3183838573913193e-16,3.2324684307347965e-16,"Significant, modest FC"
ADGRE2,-0.3532315006809461,2.6467294723187153e-16,3.6844154717833545e-16,"Significant, modest FC"
IGFBP5,0.2038361735805898,3.085289474129823e-16,4.2881123119046825e-16,"Significant, modest FC"
TYMS,-0.45874973108345385,3.1728167954677564e-16,4.402785331685479e-16,"Significant, modest FC"
ANGPTL1,-0.5597336825681629,3.412519767617262e-16,4.727930230964199e-16,"Significant, modest FC"
JUNB,0.11225083703673278,3.8061842046333296e-16,5.265021368238849e-16,"Significant, modest FC"
CELSR2,-0.5079032648556208,4.0189223745752083e-16,5.550543185043241e-16,"Significant, modest FC"
TACSTD2,-0.6205142024486416,5.145387471899463e-16,7.095133353546902e-16,"Significant, modest FC"
TNFRSF10A,-0.7968225566988023,6.54390947215136e-16,9.00943266417071e-16,"Significant, modest FC"
IL2RB,-0.6048817062732201,1.094710683055567e-15,1.5047982273350035e-15,"Significant, modest FC"
MSMB,-0.6214878402775028,1.1393942289704497e-15,1.5637695442990368e-15,"Significant, modest FC"
SMARCB1,0.3425753486062524,1.337824619112093e-15,1.83323779837704e-15,"Significant, modest FC"
IFNGR2,0.28071570398809165,3.5318715315426274e-15,4.832217368428837e-15,"Significant, modest FC"
PTK2,-0.18479131791686054,3.990159719375749e-15,5.450732202324817e-15,"Significant, modest FC"
Negative10,-0.7801504545540797,7.103696704065977e-15,9.68886782187537e-15,"Significant, modest FC"
CCND1,-0.26440069089665075,7.77692413380636e-15,1.0590624946192823e-14,"Significant, modest FC"
IL2,-0.6019801805223733,8.267236155175337e-15,1.1240877686959335e-14,"Significant, modest FC"
CASR,-0.5475857951119769,8.434664269813267e-15,1.1450774867842469e-14,"Significant, modest FC"
FZD5,0.24608857510963444,9.254168806257662e-15,1.2543904239703199e-14,"Significant, modest FC"
PRF1,-0.5533038546099369,1.0011661032477563e-14,1.3549732601053739e-14,"Significant, modest FC"
PDGFD,-0.10426206510782832,1.2685237492367872e-14,1.7141684562105738e-14,"Significant, modest FC"
HDAC5,-0.4263996906254055,1.3492622026294243e-14,1.8204660795477e-14,"Significant, modest FC"
COL16A1,0.206818005397857,1.5893234772732042e-14,2.1410701836691246e-14,"Significant, modest FC"
KRT15,-0.4504548394617027,1.5933150007494515e-14,2.1431553000878357e-14,"Significant, modest FC"
CXCL17,0.11274713591174734,1.723387307047358e-14,2.314564576233588e-14,"Significant, modest FC"
ROR1,0.14360924847039014,1.7912080500258526e-14,2.4019716511814567e-14,"Significant, modest FC"
PROX1,-0.21244681084411687,2.2615314737402837e-14,3.028035270946914e-14,"Significant, modest FC"
JAK2,-0.27478192404572743,2.5229598053519246e-14,3.372920349532985e-14,"Significant, modest FC"
S100B,-0.5364788122577087,2.551997100343284e-14,3.406547118723075e-14,"Significant, modest FC"
GPER1,-0.47390738145237776,2.7589024536931474e-14,3.677138984633572e-14,"Significant, modest FC"
GPBAR1,0.1050176093840911,4.6680862406667805e-14,6.212309003133182e-14,"Significant, modest FC"
EPHB2,0.1344500023869264,8.30062719071041e-14,1.1029772797353075e-13,"Significant, modest FC"
ADGRF3,0.12824702823791245,1.1348353461542622e-13,1.5056741279535372e-13,"Significant, modest FC"
GCG,-0.5292825864497734,1.251430071680465e-13,1.6578612883138486e-13,"Significant, modest FC"
PECAM1,-0.2142898858761848,2.8055855347879116e-13,3.711159146318248e-13,"Significant, modest FC"
LGR5,-0.554812263813409,4.5727943718568775e-13,6.039669674877232e-13,"Significant, modest FC"
ITGB6,-0.5702548370202161,6.214791901425191e-13,8.196048868496079e-13,"Significant, modest FC"
CD14,-0.10156426934455354,7.086695231550969e-13,9.331879456561862e-13,"Significant, modest FC"
COTL1,0.327870127980058,7.51589724156658e-13,9.882221710425622e-13,"Significant, modest FC"
TLR7,-0.48058888367110053,9.155679399523255e-13,1.202025573859565e-12,"Significant, modest FC"
CD86,-0.4218507003125145,9.629534473150279e-13,1.2623470452844238e-12,"Significant, modest FC"
IGHA1,0.5121090071841516,1.7234724821068536e-12,2.255948308668225e-12,"Significant, modest FC"
RAC2,0.1737423543102672,1.8855746024687313e-12,2.4644544357154655e-12,"Significant, modest FC"
CTSG,-0.3648355249394335,2.3916555463277985e-12,3.121252848406963e-12,"Significant, modest FC"
TUBB,0.16662472989860877,2.5756483669607073e-12,3.356379818461427e-12,"Significant, modest FC"
IL20RA,0.1597868247131593,2.6518710125585944e-12,3.450579937706064e-12,"Significant, modest FC"
TNFAIP6,0.19981353169697824,3.249575095827338e-12,4.2220405319119636e-12,"Significant, modest FC"
IGF1R,-0.24606528311117248,3.2645903569414244e-12,4.2352747678071435e-12,"Significant, modest FC"
GZMH,-0.5289473799878901,3.4356316280423373e-12,4.450589272958833e-12,"Significant, modest FC"
TNFRSF21,-0.3261964245704547,3.503085997523639e-12,4.5312779053513735e-12,"Significant, modest FC"
SLC2A1,-0.10347375433725658,4.45081987559929e-12,5.748702549190836e-12,"Significant, modest FC"
LAG3,-0.5188710555398444,6.936406597768074e-12,8.945924391533236e-12,"Significant, modest FC"
IL3RA,0.11543772930953566,8.924356737746065e-12,1.149289406608414e-11,"Significant, modest FC"
TFEB,-0.35512899356967664,1.0254380223541433e-11,1.3186351108571608e-11,"Significant, modest FC"
VEGFB,-0.11834262556767872,1.05275589339118e-11,1.3512674856202239e-11,"Significant, modest FC"
FCGBP,-0.4303283816519312,1.0538961917494106e-11,1.3512674856202239e-11,"Significant, modest FC"
LIF,0.18082198754671364,1.1005870983733206e-11,1.4090728252166454e-11,"Significant, modest FC"
CAMP,-0.4788995691469151,1.4626249727388954e-11,1.8698572902215908e-11,"Significant, modest FC"
SRC,-0.290738306763485,1.4892373521509164e-11,1.9011079444488407e-11,"Significant, modest FC"
CD5L,-0.45145739573854105,1.6521111838395172e-11,2.1059614945163612e-11,"Significant, modest FC"
ENTPD1,0.2932158540086047,2.0088804194113156e-11,2.557021956202792e-11,"Significant, modest FC"
PNOC,-0.5320406383430993,2.7798059407498607e-11,3.533173637735692e-11,"Significant, modest FC"
DUSP2,0.21397594272836962,3.607737463738881e-11,4.578850587118667e-11,"Significant, modest FC"
COL3A1,0.32552251128016474,3.635876269160505e-11,4.6078952139505245e-11,"Significant, modest FC"
PTPRC,-0.27809522528228037,4.2752013236232734e-11,5.4103197125795246e-11,"Significant, modest FC"
CCL18,-0.7649176098547823,6.793271940948589e-11,8.58458140088172e-11,"Significant, modest FC"
S100A2,0.23230013282142936,6.909128544486335e-11,8.718425515848223e-11,"Significant, modest FC"
IL11RA,0.2661719428884577,7.489981637424163e-11,9.437807321869238e-11,"Significant, modest FC"
FFAR2,-0.48740320259088055,8.199263941658718e-11,1.0316720913679621e-10,"Significant, modest FC"
HEY1,0.14658178180942327,9.473902950967057e-11,1.1903456859596145e-10,"Significant, modest FC"
VWA1,0.24708430628155598,9.49808652663384e-11,1.1916769504803831e-10,"Significant, modest FC"
PTGDR2,-0.6591148780723556,9.519593155415979e-11,1.1926690281856876e-10,"Significant, modest FC"
CSF3,-0.4842789940482235,1.9617298980965472e-10,2.4542612277185047e-10,"Significant, modest FC"
TPSAB1/B2,0.2031439184137307,1.974820796023275e-10,2.4671194275105587e-10,"Significant, modest FC"
ICAM2,-0.3754282763267245,2.021091258068227e-10,2.5213329065801356e-10,"Significant, modest FC"
PGR,-0.39855645846301235,2.218206443651227e-10,2.763305470287111e-10,"Significant, modest FC"
TNFRSF18,0.11974897562946274,2.490493502921779e-10,3.0981032653367375e-10,"Significant, modest FC"
ACE,-0.4232787451957276,2.9587487854291903e-10,3.675386239123796e-10,"Significant, modest FC"
CIITA,-0.15755367700707734,3.943597577212965e-10,4.891845933827115e-10,"Significant, modest FC"
ITGAV,0.15136816456303537,4.145486973870253e-10,5.135017056616119e-10,"Significant, modest FC"
KRT19,-0.49245201666677696,4.254296012493454e-10,5.26236615367667e-10,"Significant, modest FC"
NRXN3,-0.39169262271329663,5.452434281078826e-10,6.734908259867789e-10,"Significant, modest FC"
H4C3,0.14311161647889747,6.106703984134537e-10,7.532460469881841e-10,"Significant, modest FC"
ACACB,0.1274761071150774,8.709349237263749e-10,1.0727667529607174e-9,"Significant, modest FC"
CD4,-0.21886484725723188,9.45580123992044e-10,1.163076814503538e-9,"Significant, modest FC"
RYR2,-0.34108529591785874,9.640545794490432e-10,1.1841398685949734e-9,"Significant, modest FC"
CALM2,0.3639446850614476,1.375311414943703e-9,1.6869204348330454e-9,"Significant, modest FC"
ANKRD1,-0.2983991212113941,1.7256896321455502e-9,2.113728781273251e-9,"Significant, modest FC"
MALAT1,-0.1800817599370852,2.243439736372311e-9,2.744067850486076e-9,"Significant, modest FC"
PTGES2,-0.3569983762062974,2.9056577702279295e-9,3.5491112318800755e-9,"Significant, modest FC"
EPCAM,-0.42408673270767916,2.9873072738639304e-9,3.643767008593417e-9,"Significant, modest FC"
COL5A1,0.36248194762697494,3.4968117144271736e-9,4.259310935489765e-9,"Significant, modest FC"
HCAR2/3,-0.4725826030415181,4.130810813058328e-9,5.024578478574415e-9,"Significant, modest FC"
KRT13,0.19386562866323076,6.4408001806836465e-9,7.82352044107972e-9,"Significant, modest FC"
RARRES1,-0.3403077674025252,6.71586608710477e-9,8.146354852546173e-9,"Significant, modest FC"
RPS4Y1,0.23825237167458324,6.744734408677138e-9,8.170071928742886e-9,"Significant, modest FC"
KRT10,-0.600844117518913,7.661340617865686e-9,9.267580306025113e-9,"Significant, modest FC"
HCK,-0.23655023495704852,8.990415800789754e-9,1.0860323219411313e-8,"Significant, modest FC"
CALD1,0.17283294622015433,1.6895321728915794e-8,2.0381289073258803e-8,"Significant, modest FC"
WNT9A,-0.527790683339098,1.729527323571008e-8,2.083510251060129e-8,"Significant, modest FC"
DDIT3,-0.1278101218361376,1.9847608778558732e-8,2.3877027296016473e-8,"Significant, modest FC"
FABP4,0.21240595657521855,2.5309004892465154e-8,3.040547574067389e-8,"Significant, modest FC"
CCL20,-0.3555675061783625,2.5605011042777553e-8,3.071900777635556e-8,"Significant, modest FC"
SOX2,-0.4630032612678925,2.8775316670660295e-8,3.4475345246132624e-8,"Significant, modest FC"
CD28,-0.1611014707092897,4.7622591863716844e-8,5.697818971961756e-8,"Significant, modest FC"
TGFBR1,0.12257213883315998,5.38661669784154e-8,6.436052920990505e-8,"Significant, modest FC"
KRT80,-0.5973310528020312,5.440329523035044e-8,6.491386383267664e-8,"Significant, modest FC"
FGFR2,-0.5874009516764915,6.103611356954197e-8,7.272917337022867e-8,"Significant, modest FC"
LEFTY1,-0.6206894035937249,7.716322904424684e-8,9.182110158996538e-8,"Significant, modest FC"
CXCR3,-0.3885867939046521,8.63404323230553e-8,1.0260238366845461e-7,"Significant, modest FC"
CD300A,-0.36920885739444365,9.751910982057064e-8,1.1572971490208452e-7,"Significant, modest FC"
ATM,-0.15512790468119952,1.280262229601998e-7,1.5172837504877732e-7,"Significant, modest FC"
IFIH1,-0.25229089246763126,1.6317661131250677e-7,1.9312535508916117e-7,"Significant, modest FC"
NR2F2,0.2754505824424558,1.7635372367892718e-7,2.0843964375528187e-7,"Significant, modest FC"
CX3CL1,-0.24832398320233606,1.7770681478806794e-7,2.0975622687636013e-7,"Significant, modest FC"
IDO1,-0.33570716505584386,1.8236643850268346e-7,2.1496689054684595e-7,"Significant, modest FC"
FAS,-0.18356711110062762,2.0019280214865422e-7,2.3566320467700637e-7,"Significant, modest FC"
CSF2RB,0.14109420552474017,2.250696502684227e-7,2.6459260494022344e-7,"Significant, modest FC"
CLEC4E,-0.4578451707844702,3.4132993770245664e-7,4.007313994177436e-7,"Significant, modest FC"
SAA1/2,-0.15637764038843338,3.5086269981930956e-7,4.113724435047252e-7,"Significant, modest FC"
HMGN2,0.23399560309876932,4.341401174586645e-7,5.083322870644176e-7,"Significant, modest FC"
GATA3,-0.32632530551864525,5.825742195595226e-7,6.812234540716017e-7,"Significant, modest FC"
PCNA,0.2664877469336133,7.167959697180898e-7,8.37057344131511e-7,"Significant, modest FC"
QRFPR,-0.47804405544238504,9.394357915885482e-7,1.0955920069456872e-6,"Significant, modest FC"
ADM2,-0.6431161399848051,1.095226009741446e-6,1.2755819529126802e-6,"Significant, modest FC"
COL18A1,0.2991587965919207,1.1171652427016008e-6,1.2994083791104825e-6,"Significant, modest FC"
MZB1,-0.6069372357899772,1.3758744810344542e-6,1.598201218367174e-6,"Significant, modest FC"
CCL28,-0.41381546019252524,1.4505145076383949e-6,1.682673575659884e-6,"Significant, modest FC"
SELPLG,-0.1932977243241405,1.8214939406906966e-6,2.110238026401243e-6,"Significant, modest FC"
PTGES,-0.27414356290599784,1.8861335040806731e-6,2.182241534404684e-6,"Significant, modest FC"
ICAM3,-0.4122705766164494,2.5246905960772917e-6,2.9171984884845653e-6,"Significant, modest FC"
TTN,-0.11838579797108117,2.528950125500418e-6,2.918275342189298e-6,"Significant, modest FC"
DLL4,-0.2738005830437027,3.190168369656319e-6,3.676448962140068e-6,"Significant, modest FC"
IFNA1/13,-0.332665543689479,4.836753936725917e-6,5.566710239512638e-6,"Significant, modest FC"
COL11A1,-0.35150826646522804,1.0875843138280366e-5,1.2500805284760001e-5,"Significant, modest FC"
GDF15,-0.30633022034628854,1.9524555692709405e-5,2.2412349924746268e-5,"Significant, modest FC"
CD81,0.13015199850156822,1.956185910445009e-5,2.2425817561572193e-5,"Significant, modest FC"
TCL1A,-0.6136356591610393,2.511938105641074e-5,2.875939580479402e-5,"Significant, modest FC"
KLK3,-0.17697561592535305,2.5224465940996897e-5,2.884205558051405e-5,"Significant, modest FC"
CSHL1,-0.2905672486962989,3.315208083152775e-5,3.785725897037738e-5,"Significant, modest FC"
SELENOP,0.6773806086332486,4.7148688579682866e-5,5.377035095498293e-5,"Significant, modest FC"
CXCL10,-0.36413612277511365,4.795452442640462e-5,5.461833496358033e-5,"Significant, modest FC"
IL34,0.11087793462605511,5.874309314984593e-5,6.681931607317105e-5,"Significant, modest FC"
TNFRSF4,-0.5431725204737812,7.303419760211492e-5,8.296760530706579e-5,"Significant, modest FC"
ADGRG3,-0.3185654241660889,8.450492271891845e-5,9.587427842754396e-5,"Significant, modest FC"
CUZD1,-0.2501666176475257,9.92598589550436e-5,1.1246885827335043e-4,"Significant, modest FC"
TNFRSF14,0.29612932121703217,1.0854928667990283e-4,1.228357734429352e-4,"Significant, modest FC"
BST2,0.1451322045720378,1.256261545095765e-4,1.4197698132074562e-4,"Significant, modest FC"
Negative07,-0.349734617102603,1.852827863590064e-4,2.0912870480932898e-4,"Significant, modest FC"
RAMP2,-0.11901042045598542,3.178766860114596e-4,3.5832629001548847e-4,"Significant, modest FC"
MMP2,0.18376171076575876,3.948709370505052e-4,4.445466133418396e-4,"Significant, modest FC"
MYH6,-0.1776444208464949,5.37277395812811e-4,6.040926617023528e-4,"Significant, modest FC"
PDCD1,-0.311829208571061,6.155560835279426e-4,6.912198274699176e-4,"Significant, modest FC"
ITGA1,0.17197123198958186,6.19364098179462e-4,6.946065397741536e-4,"Significant, modest FC"
TNXA/B,0.10570560766011727,6.693115317461505e-4,7.496631077156756e-4,"Significant, modest FC"
RBM47,-0.11389766213424202,7.811226569876393e-4,8.737813395129587e-4,"Significant, modest FC"
IL10,-0.38213222448730244,9.101936816989257e-4,0.0010168660622292456,"Significant, modest FC"
PDGFRB,0.27754970804131496,9.323746657946585e-4,0.0010403213510202488,"Significant, modest FC"
AHI1,0.24505368561234286,0.0011652393459645376,0.0012984941631650564,"Significant, modest FC"
PLAC9,0.16673199523008453,0.0015959657924805115,0.0017762208121896046,"Significant, modest FC"
FCRLA,-0.36710937168830626,0.0016922995978594082,0.0018810478419806096,"Significant, modest FC"
RPL32,0.18312795752503508,0.0017495900906269834,0.0019422664676960308,"Significant, modest FC"
CD3G,-0.20809248452524542,0.0018223949570574005,0.002020531450492213,"Significant, modest FC"
CYSTM1,0.13743210748515544,0.002083453710153793,0.0023070566967233284,"Significant, modest FC"
ESR1,-0.19970656569871403,0.0024229805288819013,0.00267963924820861,"Significant, modest FC"
GAS6,0.25425086517858775,0.00243198015684293,0.002686204782810138,"Significant, modest FC"
MYL7,-0.13235595452867632,0.0029517495829827736,0.0032562067726740786,"Significant, modest FC"
IL24,-0.4282953688827793,0.003849741302871735,0.0042414863349478785,"Significant, modest FC"
PLAC8,-0.22966028997965227,0.004638019635640803,0.005103567403333732,"Significant, modest FC"
ADGRA3,-0.24970459704466164,0.004754430358762041,0.005225107048413923,"Significant, modest FC"
HSPG2,0.11467453314321974,0.004971560660292631,0.005456894491960748,"Significant, modest FC"
IFIT3,-0.18317982216227646,0.005163232987500266,0.005660194162547166,"Significant, modest FC"
GZMB,-0.3854980349099253,0.005444165002381135,0.005960714990122666,"Significant, modest FC"
IL11,-0.3941623112057595,0.005631693898570054,0.006158348564895184,"Significant, modest FC"
SCG5,-0.35972197965423347,0.006145008603388169,0.006711298312791312,"Significant, modest FC"
MZT2A/B,-0.31285913582655756,0.007414137385695408,0.008078451995611512,"Significant, modest FC"
EZR,0.17393923759954033,0.007415226746256861,0.008078451995611512,"Significant, modest FC"
AGR2,-0.12783620111844418,0.009245262978398169,0.01005967200006848,"Significant, modest FC"
EZH2,-0.2909355749467146,0.009489409569790054,0.010312530598148547,"Significant, modest FC"
SH3BGRL3,0.2294320216054846,0.009881608044253027,0.010725458236150872,"Significant, modest FC"
MYL12A,0.39486117121990905,0.010227041646232908,0.011086669374222818,"Significant, modest FC"
IL17A,-0.25613137957650456,0.011743672172537085,0.012715062339895092,"Significant, modest FC"
SST,-0.3702273093274494,0.01826068995570158,0.019746763367632907,"Significant, modest FC"
IL17RB,-0.3562080335927713,0.020087258207292243,0.021695228383984355,"Significant, modest FC"
TLR8,-0.23256126747187444,0.02847386721765752,0.030715352459883945,"Significant, modest FC"
CSF1R,0.12318786875757759,0.036792215832707094,0.039639770620742164,"Significant, modest FC"
ICOS,-0.2025702165303187,0.04217074934211622,0.04537883088716064,"Significant, modest FC"
HSD17B2,-0.298988366188893,0.0451007363506845,0.048472237474939096,"Significant, modest FC"
